sentences,aos
usually 3 vs. 4 items per dish .,"[([6], [], 0)]"
"while certain staples are excellent (the burger , some of the pastas ), the food is not really the point.","[([2], [], 1), ([6], [], 1), ([11], [], 1), ([14], [], 0)]"
"the dim sum was so-so, but not spectacular.","[([1, 2], [], 0)]"
the food was so-so.,"[([1], [], 0)]"
"the waitress , seems to be more concerned of looking good than actually waitressing.","[([1], [], -1)]"
"the place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.","[([1], [], 1), ([9], [], 1), ([16], [], 1)]"
threw my fiance's surprise 30th birthday dinner here couldn't be happier.,"[([6], [], 0)]"
food -awesome.,"[([0], [], 1)]"
"good music , great food , speedy service affordable prices .","[([1], [], 1), ([4], [], 1), ([7], [], 1), ([9], [], 1)]"
"there was a small wait , but shorter than i expected.","[([4], [], 0)]"
the lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price .,"[([1, 2], [], 0), ([18], [], -1)]"
"may, the owner always has a smile on her and will warmly greet you.","[([2], [], 1)]"
the sides were ok and incredibly salty.,"[([1], [], -1)]"
"for some reason, all the seafood on the menu was unavailable except for the salmon .","[([5], [], -1), ([8], [], -1), ([14], [], 0)]"
"not a large place , but it's cute and cozy.","[([3], [], 0)]"
"the beverages were excellent, and the dessert was good.","[([1], [], 1), ([6], [], 1)]"
the hostess and the waitress were incredibly rude and did everything they could to rush us out.,"[([1], [], -1), ([4], [], -1)]"
"next time, we wouldn't dare ordering anything else other than some simple asian appetizers and drinks .","[([12, 13], [], 1), ([15], [], 1)]"
"please if your thinking about it go, and stay the wait you won't be disappointed.","[([10], [], -1)]"
i must say the view of nyc is so beautiful!,"[([4], [], 1)]"
"if you'd like to have a nice light meal with an asian accent, long tan is a good place on the slope.","[([8], [], 1)]"
"when going out for a nice dinner , i like a nice ambiance as well as very good food .","[([6], [], 1), ([12], [], 1), ([18], [], 1)]"
"otherwise, this place has great service and prices and a nice friendly atmosphere .","[([5], [], 1), ([7], [], 1), ([12], [], 1)]"
highly recommend this as great value for excellent sushi and service .,"[([5], [], 1), ([8], [], 1), ([10], [], 1)]"
this place would be so much better served by being run by a group that actually understands customer service .,"[([7], [], -1), ([18], [], -1)]"
a++ the service was good to excellent along with the attitude .,"[([2], [], 1), ([10], [], 1)]"
the food is awesome - definitely try the striped bass .,"[([1], [], 1), ([8, 9], [], 1)]"
"the music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as i did, i got a whiff of corriander .","[([1], [], 0), ([31], [], 0)]"
black white shakes came out good also.,"[([0, 1, 2], [], 1)]"
it's simply the best meal in nyc.,"[([4], [], 1)]"
after passing by this restaurant for sometime i finally decided to go in and have dinner .,"[([15], [], 0)]"
"the seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.","[([1], [], -1)]"
i ordered the chu chu curry and my friend ordered the pad thai chicken .,"[([3, 4, 5], [], 0), ([11, 12, 13], [], 0)]"
we go on mondays for the prix fixe and our experience with the food has been comparable to blue ribbon.,"[([6, 7], [], 0), ([13], [], 0)]"
"however, they've got the most amazing pastrami and the soups hit the spot.","[([6], [], 1), ([9], [], 1)]"
great bagels made the old-fashioned way.,"[([1], [], 1)]"
"this is some really good, inexpensive sushi .","[([6], [], 1)]"
"my personal favorite is an everything bagel with lox spread , but all the bagles are unbeliavably good.","[([6, 7, 8, 9], [], 1), ([14], [], 1)]"
"i wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.","[([9], [], -1), ([16, 17, 18], [], -1)]"
for the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated .,"[([12, 13], [], -1), ([30], [], -1)]"
the pizza is delicious and the proprietor is one of the nicest in nyc.,"[([1], [], 1), ([6], [], 1)]"
"also good for client lunch meetings , esp.","[([4, 5], [], 0)]"
"the decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices .","[([1], [], 1), ([9, 10], [], 1), ([16], [], 1)]"
the waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal .,"[([1], [], 1), ([7], [], 1), ([14], [], 1)]"
the setting is casual and romantic.,"[([1], [], 1)]"
"terrible, terrible management - deserves to be shut-down.","[([2], [], -1)]"
"great friendly service , fast seating , fast delivery , excellent sushi .","[([2], [], 1), ([5], [], 1), ([8], [], 1), ([11], [], 1)]"
the desserts are more appealing then stuffy overpriced french restaurants.,"[([1], [], 1)]"
"the italian food has flavor (that can be sort of surprising on the ues), and the service turns from a nightmare to attentive,they sort of remind me of the ny yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...","[([1, 2], [], 1), ([16], [], 0)]"
"i found the food to be outstanding, particulary the salmon dish i had.","[([3], [], 1), ([9, 10], [], 1)]"
mizu is home to creative and unique rolls not to found anywhere else.,"[([7], [], 1)]"
baluchi's has solid food and a nice decor at reasonable prices .,"[([3], [], 1), ([7], [], 1), ([10], [], 1)]"
"emilio, the owner , is often sitting in the front table greeting guests as they come and go.","[([2], [], 1)]"
i have been to spice three times- twice during lunch and once at dinner .,"[([9], [], 0), ([13], [], 0)]"
"moules were excellent, lobster ravioli was very salty!","[([0], [], 1), ([3, 4], [], -1)]"
"a cheap eat for nyc, but not for dosa .","[([2], [], 1), ([8], [], -1)]"
the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,"[([1], [], -1), ([6], [], 0)]"
"the seafood is amazing, there's a good wine list , and the ever-changing menu always offers some great surprises.","[([1], [], 1), ([7, 8], [], 1), ([13], [], 1)]"
i don't usually order wine with indian so i can't comment on their wine list or their wines .,"[([4], [], 0), ([6], [], 0), ([13, 14], [], 0), ([17], [], 0)]"
pastrami or corned beef are juicy and piled high (ask for extra rye bread ).,"[([0, 1, 2, 3], [], 1), ([12, 13], [], 1)]"
"($200 for 2 glasses of champagne , not too expensive bottle of wine and 2 after dinner drinks ).","[([3, 4, 5], [], -1), ([10, 11, 12], [], -1), ([15, 16, 17], [], -1)]"
"really though, where's the seasoning ?","[([4], [], -1)]"
"the food was just ok, at least for what food was available.","[([1], [], 0), ([9], [], -1)]"
the waitress was very patient with us and the food is phenomenal!,"[([1], [], 1), ([9], [], 1)]"
"the ambience was nice, but service wasn't so great.","[([1], [], 1), ([5], [], -1)]"
"solid wine list , knowledgeable staff , friendly owners and an adventurous, ever-changing menu keep us coming back.","[([1, 2], [], 1), ([5], [], 1), ([8], [], 1), ([13], [], 1)]"
the people that work there are always so friendly you forget you are in new york sometimes.,"[([1], [], 1)]"
"we didn't even see a menu , as our waiter described both the specials and the main dishes .","[([5], [], 0), ([9], [], 1), ([13], [], 0), ([16, 17], [], 0)]"
the location and ambience is ok but the food is what makes up for it.,"[([1], [], 0), ([3], [], 0), ([8], [], 1)]"
"otherwise, good stuff for late nite eats .","[([2], [], 1), ([6], [], 1)]"
"the dinner was ok, nothing i would have again.","[([1], [], -1)]"
i love and i know gourmet food by excellence!,"[([5, 6], [], 1)]"
"i plan to come here again and look forward to trying their assortment of bruschetta , panini 's.....","[([14], [], 1), ([16], [], 1)]"
"two people in our party felt like something else, and volare immediately obliged with two great dishes that were not in their regular menu .","[([16], [], 1), ([23], [], 0)]"
he offers subpar service and has no personality.,"[([3], [], -1)]"
"the waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd .","[([1], [], 1), ([17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], [], 1)]"
diner food at bistro prices is a bummer....,"[([1], [], -1), ([4], [], -1)]"
"while we thoroughly enjoyed the food , it was annoying to scream across the table for conversation.","[([5], [], 1)]"
"the first time the sushi was outstanding, the second time it was a little bland.","[([4], [], 0)]"
the portions are large and the servers always surprise us with a different starter .,"[([1], [], 1), ([6], [], 1), ([13], [], 1)]"
"delicious bagels , especially when right out of the oven.","[([1], [], 1)]"
all the food was hot tasty.,"[([2], [], 1)]"
this is one great place to eat pizza more out but not a good place for take-out pizza .,"[([7], [], 1), ([16, 17], [], -1)]"
our server was very helpful and friendly.,"[([1], [], 1)]"
try green curry with vegetables .,"[([1, 2, 3, 4], [], 1)]"
"first of all, this place is *not* romantic, as claimed by citysearch's editorial review.","[([4], [], -1)]"
"the second you walk through the heavy vault like door , with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.","[([9], [], 0)]"
much more reasonably priced too!,"[([3], [], 1)]"
"the food was not very tasty, the portioins were tiny even for such a high quality restaurant.","[([1], [], -1), ([7], [], -1)]"
why make a reservation if you aren't going to keep it?,"[([3], [], -1)]"
"the pad thai is excellent here, as well.","[([1, 2], [], 1)]"
i do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,"[([4, 5], [], -1)]"
"we parked on the block of nina's the place looked nice, with people obviously enjoying their pizzas .","[([8], [], 1), ([16], [], 1)]"
"the food is o.k., but not any better than what you get at a good neighborhood restaurant.","[([1], [], 0)]"
we had the pot-stickers which were great and a tempura dish that was great.,"[([3], [], 1), ([9, 10], [], 1)]"
i think the stuff was better than disney.,"[([3], [], 1)]"
"while the $20 entree range is not overly expensive, in new york city, there is definitely better food in that range, and so sapphire, despite it's lovely atmosphere , will most likely not be a restaurant to which i will return.","[([3, 4], [], 1), ([17], [], -1), ([27], [], 1)]"
"orsay, is without a doubt one of the best values for authentic french food in nyc.","[([12, 13], [], 1)]"
"well, their deliveries take for ever and the food is usually cold.","[([2], [], -1), ([8], [], -1)]"
the staff is no nonsense.,"[([1], [], 1)]"
and really large portions .,"[([3], [], 1)]"
this is a great thai restaurant with a very friendly staff .,"[([10], [], 1)]"
i ordered the smoked salmon and roe appetizer and it was off flavor.,"[([3, 4, 5, 6, 7], [], -1)]"
"we went here for lunch a couple of weeks ago on a saturday, and i was thoroughly impressed with the food .","[([4], [], 0), ([20], [], 1)]"
"i recommend the garlic shrimp , okra (bindi) , and anything with lamb .","[([3, 4], [], 1), ([6, 7], [], 1), ([12], [], 1)]"
"as we were leaving, the couple standing by the door said to another waiter , we're not in a hurry.","[([13], [], 0)]"
"the menu was impressive with selections ranging from a burger , to steak , to escargot .","[([1], [], 1), ([9], [], 0), ([12], [], 0), ([15], [], 0)]"
"in fact, two people could really share one plate .","[([8], [], 1)]"
